所在城市,评论者性别,评论者昵称,猫眼等级,评分,评论日期,评论内容,城市
长春,"(1,)",牛翔宇,2,3.5,2019-01-04 15:33:29,作为一部需要思考甚至多次观看的文艺片作为年末的影片有点硬核，对大众不是很友好，各种长镜头即使用的好也只会让一般人觉得格外无聊,长春
邢台,"(1,)",X.W,3,5.0,2019-01-04 15:30:47,不要等失去了 才去挽回 为时已晚 请珍惜当下,邢台
北京,"(1,)",山的那边有一堆毛,4,2.5,2019-01-04 15:30:07,看了影评买的，又是看了影评决定不看的，只能公道说，文艺片不适合大张旗鼓宣传。但是其实这东西只有少数人看得懂吧,北京
深圳,"(1,)",（expiation),3,0.5,2019-01-04 15:29:34,垃圾 还我100块，首映的时候看的 特意过来差评 观众不满意 就是这么任性！,深圳
睢宁,"(2,)",Kkv240933777,2,1.0,2019-01-04 15:26:58,一觉睡醒    结束了,睢宁
西安,"('',)",你根本拿我么办法,2,0.0,2019-01-04 15:26:32,烂电影 本来还很期待 完全看不懂 进去就想睡觉 看到了换3D情节 实在看不下去就走了 很糟心,西安
滕州,"(2,)",可可西里9520,2,0.5,2019-01-04 15:25:42,不想说话啦,滕州
沈阳,"('',)",怪人阿椒,2,4.0,2019-01-04 15:24:43,是一个特别适合二刷的电影，但是并不被大众所认可所理解，导演的失误所在吧，再加上国内影院设备不给力，有好多细节和导演的精心用意没有被观众发现，怪可惜的一部片子，但二刷真的很有必要，也算是走对一步棋。,沈阳
深圳,"(2,)",西洲,2,0.5,2019-01-04 15:24:10,这种影片，就应该下架,深圳
金华,"(2,)",比柠檬还萌🌝,3,0.5,2019-01-04 15:22:07,一点都不好看,金华
宜昌,"('',)",琳语百合,3,0.5,2019-01-04 15:16:48,差评！差差差差差差评！,宜昌
嘉善,"(2,)",萌啊萌,3,2.0,2019-01-04 15:12:01,全程无看点 真的是无力吐槽,嘉善
呼和浩特,"(1,)",想去的远方,2,3.0,2019-01-04 15:09:47,毕赣可能压根就没有要讲故事的打算。这部电影并不是想要讲明白一个故事，而是你在观看的过程中，内心想到了自己的什么故事，没有定论，想到什么就是什么。电影大致是采用倒叙的手法，时间线打乱的可以跟诺兰导演有一拼。最后从罗纮武等待时在电影院中睡着可以看出还是留了开放性结局，最后一场的演出，十二年的时间，痴情的男人最终还能不能找到心中念念不忘的爱人。也许，毕赣本人都没有想好。,呼和浩特
重庆,"(1,)",ZLJ385613437,4,0.5,2019-01-05 21:09:17,烂片，没有看完，还坑了我5张票,重庆
乌鲁木齐,"('',)",qOu538445502,2,1.0,2019-01-05 21:07:33,电影开始看了一个小时没看懂剧情。超级烂,乌鲁木齐
曹妃甸,"('',)",Aomike ,2,0.5,2019-01-05 21:05:40,垃圾电影，垃圾，浪费钱不说还浪费我时间，电影院看到一小半人差不多走完了 后面隐约听到打呼噜声，真香...。。。千万别看真的，，，我觉得一分都嫌多了。。。怎么不能打零分。。。***。。。,曹妃甸
武汉,"(2,)",Luyuhaha6💨,4,1.0,2019-01-05 20:59:07,刚看5分钟不到就睡着了……第一次看电影有这种感觉……以后看到毕赣怕是要躲掉了，还宣传的那么火,武汉
沈阳,"(1,)",年华w460,3,5.0,2019-01-05 20:58:21,這部電影用心看 ，會有深深的帶入感 让你有時空交錯的感覺 值得再次觀看,沈阳
宝鸡,"('',)",LOd304722132,1,0.5,2019-01-05 20:54:15,超级烂的电影,宝鸡
杭州,"('',)",iJD221450777,1,1.0,2019-01-05 20:53:04,真的是烂片  看不懂  也不好看,杭州
镇江,"(2,)",寒冷198,3,0.0,2019-01-05 20:50:55,史上最差的一部电影，真是垃圾，名字跟内容一点不相干，半场人都在睡觉，还好我看了一会就离开了，真差劲,镇江
武汉,"(2,)",LOVE勤勤001,2,1.0,2019-01-05 20:49:18,超级烂片，又臭又长，根本看不懂,武汉
西安,"(1,)",千里0115,3,2.5,2019-01-05 20:49:07,么得看懂昻。,西安
苏州,"('',)",lXA492484056,1,3.0,2019-01-05 20:49:06,看不懂不知道讲的什么,苏州
长沙,"(2,)",好,0,1.0,2019-01-05 20:46:29,不怎么样，看不懂,长沙
珠海,"(2,)",绿妩.,1,0.5,2019-01-05 20:45:46,烂片，浪费钱 还在跨年的时候 看这些鬼东西,珠海
宁波,"('',)",dFe410992236,2,0.5,2019-01-05 20:44:38,有事没去看 居然不能退 哼,宁波
武汉,"('',)",Rgs162494460,2,0.5,2019-01-05 20:44:25,辣鸡中的战斗机,武汉
保定,"('',)",pvv379891584,2,0.5,2019-01-05 20:42:42,辣鸡，一分都不想给,保定
沈阳,"('',)",JLTX帝天,1,1.5,2019-01-05 20:40:27,没看懂啥意思,沈阳
沈阳,"(2,)",Chillax,3,0.5,2019-01-05 20:36:11,2018年度烂片之首 实至名归,沈阳
西安,"(1,)",杰出不凡,2,0.5,2019-01-05 20:35:29,全程懵逼，没看懂，就迷迷糊糊没了，一个人吃苹果吃半天了，滑索道滑半天，还不是全3D,西安
南宁,"('',)",kDQ963136104,3,0.5,2019-01-05 20:33:50,不好看，非常垃圾的一部片，都不懂讲什么。,南宁
广州,"('',)",🎃,0,0.5,2019-01-05 20:33:29,什么垃圾电影 浪费我跨年美好时光 ,广州
武汉,"(1,)",轍,3,0.5,2019-01-05 20:28:17,很烂不好看 电影院的椅子不错很舒服,武汉
哈尔滨,"('',)",恕己。900,2,3.5,2019-01-05 20:26:06,"是不错的片但绝对不是很好的文艺片
文艺片绝对不是以 看不懂、需要耐心找线索来看逼格的  这部电影在底层的生活中讲述一个梦境里完美故事  现实的万绮雯是个浪漫的骗子 梦境里他寻找的凯珍是符合他理想的情人  不管女主还是男主都是活在生活的阴沟里时而仰望星空的人  彼此都向往美妙的、清澄的对待  这样虽有无奈又清爽的存在令人愉悦   这是一部喜欢但绝不敢看第二遍的电影  会困倦会伤心",哈尔滨
南宁,"(2,)",wyccc9311,4,2.0,2019-01-05 20:26:01,朋友们能不能告诉我明道在哪里………我睡着了没看见,南宁
上海,"(2,)",LEZ266009006,2,1.0,2019-01-05 20:24:54,不好看，看不懂,上海
西安,"('',)",a1泽鹏,2,0.5,2019-01-05 20:24:21,实在一分最低，不能再低了，我一个跨年就看个这个，你什么子鬼东西呀！,西安
沈阳,"('',)",TurquoiseWaLI,3,4.0,2019-01-05 20:23:42,"每一帧都是艺术
反正本身 是理工女 看什么都像艺术😂
很耐看的电影 应该多看几遍 可惜没有排片了
快销的东西太多
值得细细品味的东西自然珍贵
不错的",沈阳
临沂,"(2,)",潇潇潇潇潇。。,2,1.0,2019-01-05 20:14:49,结束时间是23:52？？？ 全程看不懂,临沂
柳州,"('',)",_qqk6f1436942729,2,1.0,2019-01-05 20:14:12,看不懂金马影片 打扰了,柳州
鄂尔多斯,"('',)",COZ315992102,1,0.5,2019-01-05 20:14:00,汤汤真傻，这样的剧情还献出了吻？片酬拿到手？,鄂尔多斯
奉化,"('',)",ciq644016236,2,0.0,2019-01-05 20:12:19,看不懂，垃圾,奉化
上海,"('',)",Toc526774522,3,0.5,2019-01-05 20:10:34,烂片不解释啊,上海
平江,"('',)",1423223走起,2,5.0,2019-01-05 20:09:00,文艺片啊啊啊啊,平江
绵阳,"('',)",FANFANFAN啊,2,0.5,2019-01-05 20:08:46,尴尬而不失礼貌的微笑,绵阳
昆明,"(2,)",你修改了昵称,3,5.0,2019-01-05 20:08:25,期待了很久，终于今天看了，上映的影院太少了，很好，很喜欢的东西就是不希望人人都喜欢。每一帧画面都好美，两个多小时不够看，很享受随着电影的节奏，慢慢的去感受，去思考，时而想点上一支烟，时而也想啃一只苹果。有的人就是这样，明明脸已经模糊了，却还一直躺在你的回忆里，蒙着一层磨砂玻璃，你怎么努力都看不清，也触碰不到，但他嘴唇的温度却记得深刻。现实中你知道他在哪里，也许就在微信里，却如迷雾的旧城一般，找不到他。,昆明
昆明,"(2,)",XTk640047943,2,3.5,2019-01-05 20:07:35,不是平庸之作，但也不是佳作。,昆明
邢台,"('',)",WpH252957142,3,5.0,2019-01-05 20:06:14,让我对汤唯彻底失望了👊🏻,邢台
淄博,"(2,)",NDr922688065,2,2.0,2019-01-05 20:03:29,really hard to say,淄博
大石桥,"('',)",春丽82,2,0.5,2019-01-05 20:02:48,智商低，看不懂,大石桥
昆明,"('',)",夏至初晴ROY,1,1.0,2019-01-05 20:00:37,是约会地方太少了吗，我为什么要来看这个电影,昆明
武汉,"('',)",鸡跩跟,2,1.0,2019-01-05 19:59:54,稀烂，吃个苹果居然能吃5分钟，，，,武汉
赣州,"(2,)",娇欧巴193,1,0.5,2019-01-05 19:59:26,一点也不好看,赣州
云浮,"(1,)",张汉云933,3,0.5,2019-01-05 19:57:40,还真没试过看一部电影可以看到中段就想走的！超级烂,云浮
大同,"(1,)",稚........,1,2.5,2019-01-05 19:54:38,所以凯珍到底是不是男主梦里的万绮雯,大同
南宁,"('',)",xx公子雪,1,1.0,2019-01-05 19:53:42,超级烂，这种垃圾电影根本不配上映，时长140分钟剧情全靠拖，乱七八糟不知道在讲什么，吃个苹果从开始吃看到吃完，坐个破烂缆车坐了一年，看得超级尴尬好吗，要不是因为是这样的片名，根本没有没人看吧，真是服了这个导演了，**！,南宁
宜宾,"('',)",eAh594980981,1,3.0,2019-01-05 19:53:17,呵呵呵呵呵呵呵,宜宾
惠州,"('',)",KrR171131880,1,1.0,2019-01-05 19:52:40,不好。。。。,惠州
新余,"('',)",raO651456294,1,0.5,2019-01-05 19:52:10,不好看不好看,新余
广州,"('',)",w,2,0.5,2019-01-05 19:50:16,居然给不了零分吗,广州
北京,"(1,)",河西先生,3,5.0,2019-01-05 19:49:57,满分，经典！三刷了！,北京
邛崃,"('',)",jcM796191454,1,0.5,2019-01-05 19:46:23,电影10分，电影椅子很舒服，给9分，最后一分意思意思,邛崃
长沙,"('',)",梅子,4,0.5,2019-01-05 19:45:54,这一分是给导演前小时2D后一小时3D的转换，说实在的第一次感觉思维乱的，悬疑片？恐怖片？搞笑片？枪战片？推理片？唉😔 怪我智商没跟上吧，不知啥关系，居然能在年度最后一天上片，坑了那么多人的心情，,长沙
天津,"('',)",璞鸢,1,3.0,2019-01-05 19:42:33,我后面的人在最后的时候说自己看懂了,天津
博兴,"('',)",mfE706184620,2,1.0,2019-01-05 19:41:57,没看懂，太一般,博兴
龙游,"('',)",ylh哈哈,1,0.5,2019-01-05 19:41:50,我都不明白在看什么。,龙游
北京,"('',)",奈斯的啵,1,0.5,2019-01-05 19:40:25,催眠……太催眠了……看不懂……真的看不懂……睡觉💤酥服～……,北京
东阳,"('',)",Sang,3,0.5,2019-01-05 19:39:51,一点都不好看  慢的要死,东阳
鞍山,"(2,)",PwH15841275753,4,0.5,2019-01-05 19:37:44,完全看不懂,鞍山
南通,"('',)",heW455945724,1,2.5,2019-01-05 19:37:41,还好，就那样,南通
安宁,"('',)",bud765940771,2,1.0,2019-01-05 19:37:33,什么鬼啊 看都看不懂,安宁
北京,"(2,)",我就叫没有人,4,2.0,2019-01-05 19:37:29,真的看不懂呀,北京
乌鲁木齐,"('',)",SSD320009714,3,0.5,2019-01-05 19:34:38,看不懂，真的看不懂,乌鲁木齐
安平,"(2,)",张曦璐、,2,2.5,2019-01-05 19:34:33,说真的  没有看懂,安平
永州,"('',)",Kiz159044990,2,0.5,2019-01-05 19:33:13,还给一分，只是因为有汤唯，不然一分都不给,永州
洛阳,"('',)",nIw553308231,3,5.0,2019-01-05 19:32:28,文艺片文艺片,洛阳
咸阳,"(2,)",似水无痕440,0,0.5,2019-01-05 19:30:54,当男主角在电影院带上眼睛的那一刻，是我2018年最傻的时刻。真是没点智商都看不懂……没看懂讲些什么……,咸阳
呼和浩特,"('',)",w喵栀,2,2.5,2019-01-05 19:30:07,。。。。。。。一般,呼和浩特
南京,"('',)",vWU140212225,1,0.5,2019-01-05 19:27:27,太好看了，如果不是旁边有人我就可以爆粗口了真好。,南京
苏州,"(1,)",YDM416425240,2,0.5,2019-01-05 19:27:26,看不懂，看不懂,苏州
宁波,"('',)",NAk962582159,1,5.0,2019-01-05 19:26:51,非常的好看，内涵很深啊,宁波
安顺,"('',)",A违心的祝福,1,0.0,2019-01-05 19:24:57,一部没有看懂剧情的电影,安顺
兴化,"('',)",lnG245207469,2,5.0,2019-01-05 19:23:15,真的太好玩了，居然把我的失眠治好了，必须5星,兴化
昆明,"('',)",ZDv459781053,1,1.0,2019-01-05 19:22:23,看不懂。真心的烂。,昆明
黄石,"(1,)",WwK184535538,3,3.5,2019-01-05 19:22:12,还好吧！没有路边野餐好看。,黄石
郑州,"('',)",南俊俊唉,2,3.0,2019-01-05 19:21:16,还行还行还行还行还行,郑州
徐州,"('',)",sfp542804010,1,0.5,2019-01-05 19:20:49,放了不到二十分钟都走的差不多了，坚持到最后也没看懂啥意思？,徐州
原阳,"('',)",After清晨…,1,0.5,2019-01-05 19:20:42,无世界上难度誓不罢休,原阳
海口,"('',)",JsM381661600,3,3.0,2019-01-05 19:18:15,好行吧，……,海口
长沙,"(1,)",EaU225134682,2,0.5,2019-01-05 19:16:44,垃圾中的垃圾,长沙
长沙,"('',)",Jzf877068610,2,0.5,2019-01-05 19:15:00,真的烂，睡了一觉，以后看电影都有阴影啦,长沙
厦门,"(2,)",北街末雨,2,0.5,2019-01-05 19:07:31,我敲，这是史上最大的烂片，为什么还能播出？???,厦门
大庆,"('',)",也许明天t,1,0.5,2019-01-05 19:06:53,垃圾中的垃圾,大庆
连云港,"(1,)",画一方禁地3531,1,1.0,2019-01-05 19:06:32,只能说我欣赏不来这个电影,连云港
邯郸,"(2,)",赵颖v,3,3.0,2019-01-05 19:05:23,我睡了，你随意,邯郸
深圳,"('',)",hOY232732694,2,0.5,2019-01-05 19:03:46,看了前半个小时一点没看懂，后半个小时就睡着了，再后面的一个小时就没看了，浪费钱又烧脑,深圳
九台,"('',)",salada,2,2.5,2019-01-05 19:03:00,抱着崇敬的心去看 结果是真心没看懂 还有点晕车。。镜头总是摇摇晃晃上来下去  最后一段还以为会有惊喜结果咔嚓 结束了 。。。哎 自己体会吧 也可能是太过高级 我这俗人没懂,九台
南宁,"(1,)",超酷的佳,2,0.0,2019-01-05 19:02:24,一点都不好看,南宁
兰州,"('',)",摩艾的眼睛,3,4.0,2019-01-05 19:02:16,不错，有想法，也基本表达出来了。评分低在于营销方把一个小众电影营销给大众了。,兰州
铜仁,"(2,)",HQH158098355,1,0.5,2019-01-05 19:01:31,也就宣传做的好，时间选的好,铜仁
漯河,"(1,)",茂离浅,2,0.5,2019-01-05 19:01:30,啥破电影啊  我女票都睡着了😒😒,漯河
昆明,"(1,)",发型邦（邹吉）,4,0.5,2019-01-05 18:59:56,看不懂，开局亲一下，然后吃苹果，然后在吃一个苹果，然后在亲一次，就挂了,昆明
南京,"(1,)",BWd681695394,1,2.5,2019-01-05 18:59:21,电影院有好多人睡觉，还打呼噜，吵到我了！！！！,南京
西安,"(1,)",丿情愫,4,0.5,2019-01-05 18:58:57,睡的很舒服。吃苹果吃的很恶心,西安
宁波,"('',)",Stronger罗，,4,3.0,2019-01-05 18:57:43,剧情内容很好，只是作为一个不文艺的人，并不太喜欢这样的电影表现手法。5分送给汤唯,宁波
长沙,"('',)",ham°,2,5.0,2019-01-05 18:57:02,只是看着想睡,长沙
义乌,"(1,)",清风烈酒320,2,0.5,2019-01-05 18:56:08,垃圾电影真的差,义乌
蒙自市,"('',)",菁华如梦,2,0.5,2019-01-05 18:56:01,"
来，我们吐槽一下电影：地球最后的夜晚[em]e401185[/em]，剧情好乱，表示我们一脸懵逼，看那个人吃苹果，把一个完整的苹果连核吃着进去整整看了好几分钟[em]e401185[/em]，我是来看他吃苹果的吗?[em]e401182[/em]最后用亲吻来结束，我还是表示一脸懵[em]e401182[/em]亲吻出现了好几次，有什么用吗?[em]e401182[/em]难道我要对着我的可乐和爆米花亲吻好几次吗?[em]e401182[/em]不要去看了，超无聊！",蒙自市
织金,"(1,)",傻子,2,0.5,2019-01-05 18:55:42,半心都不想给,织金
上海,"(2,)",Ywi961267395,2,0.5,2019-01-05 18:55:38,治好了我最近的失眠,上海
大连,"('',)",小可爱不点外卖,1,1.0,2019-01-05 18:55:30,打扰了…………,大连
东莞,"(2,)",w家欣,3,0.5,2019-01-05 18:53:42,没看过这么无聊的电影,东莞
深圳,"(1,)",jDiavolo,4,4.0,2019-01-05 18:53:39,看的时候觉得不知所云，那时候如果让我打一定不值两分，后来深入了解回味了一下，我也是做影视创作的，假如我做了个梦醒来将我的梦画成分镜，估计就是这样,深圳
深圳,"('',)",毒药兔子,3,0.5,2019-01-05 18:53:33,这是我看过最垃圾的电影 从头到尾都没有看明白,深圳
天津,"(2,)",笨鸡,2,0.5,2019-01-05 18:51:02,我今年26岁，这是我活了这么久看的最垃圾的一部电影了，不，它都不能被称作是电影，应该叫长镜头合集，垃圾到令人发指,天津
大连,"(2,)",miss,3,0.5,2019-01-05 18:49:58,太烂了!人生20年来最无聊的电影!没有之一!!!!👿 👿 👿 ,大连
杭州,"('',)",xJF242468431,2,0.5,2019-01-05 18:49:02,稀里糊涂的片子，难看的要死,杭州
济南,"(2,)",粉色凯迪拉克,2,3.5,2019-01-05 18:48:36,Long day's journey into night，个人觉得还不错，人挺多很挤，全程看了，没睡，情节也许不够紧凑，但这种电影不就是这样嘛，演员演技炸裂，画面美啊，汤唯和黄觉，美女帅哥看着就够了，至于没交待的部分，大家都是成年人了，谁还问为什么呢，问了又能得到答案么，神秘感才好看啊～苹果和野柚子好吃，绿裙子真好看呢～,济南
登封,"('',)",Wbq205568499,1,1.0,2019-01-05 18:46:35,看得我好瞌睡啊,登封
天津,"(1,)",冰岛的雨季,2,0.5,2019-01-05 18:46:32,滚蛋骗我的钱,天津
太原,"(1,)",HxH,2,0.5,2019-01-05 18:46:09,垃圾烂片，强行纳智商税,太原
香格里拉,"('',)",BVc333107321,1,5.0,2019-01-05 18:45:33,没看懂  不小心睡着了,香格里拉
温岭,"('',)",蔣好琦,3,4.5,2019-01-05 18:44:27,诗化影像，绝妙长镜头！赞！,温岭
赣州,"('',)",米老鼠,2,0.5,2019-01-05 18:43:31,以我个人观点，一塌糊涂，没有观赏可言。,赣州
成都,"(2,)",gouyangqi,2,0.5,2019-01-05 18:43:14,第一次一部电影没有看懂，而且很不好看,成都
临汾,"('',)",A💋.临汾Perfect婚车团队-欢欢,2,0.5,2019-01-05 18:42:50,垃圾电影，根本就没看懂这电影是说的啥意思。,临汾
漯河,"('',)",少了难过.,1,1.0,2019-01-05 18:41:39,什么鬼鸭   完全看不懂,漯河
长春,"('',)",bazeng920,1,5.0,2019-01-05 18:39:39,好看 很有趣啊,长春
三亚,"(2,)",柠檬1950,1,1.0,2019-01-05 18:38:41,"什么都没看懂 谢谢 睡到了零点
打扰了🙃",三亚
成都,"('',)",Sasayaoo,2,2.0,2019-01-05 18:35:47,我觉得这个电影不是很好看,成都
东莞,"(2,)",TANGJIA54,2,1.0,2019-01-05 18:34:44,一分都不想给，没看过这么差的电影，整个画面黑麻麻的，莫名其妙就飞了起来然后又降下来，只是个高空镜头就算飞了，太敷衍了。,东莞
宁波,"('',)",forestduck,3,5.0,2019-01-05 18:33:29,毕赣没有让我失望 虽然叙事有点混乱 但不妨碍他讲好这个故事 很想再看一遍这个长镜头 满满的仪式感 19年的开头能看到这部作品 真的很幸运,宁波
鸡西,"(1,)",爱人姓朱Xx.Zz,1,0.5,2019-01-05 18:31:58,炒鸡难看😡,鸡西
吉安,"('',)",浅陌的殇,1,1.5,2019-01-05 18:31:47,感觉连不起来，不知道讲了什么,吉安
郑州,"('',)",FCf958232814,1,1.0,2019-01-05 18:30:50,超级烂烂烂烂,郑州
徐州,"(2,)",小迷糊1596,1,2.0,2019-01-05 18:30:40,。。。。。。,徐州
临海,"('',)",朦胧夜色的没,1,1.0,2019-01-05 18:30:04,从头到尾没看懂是什么,临海
咸阳,"('',)",qlA666242526,2,2.5,2019-01-05 18:30:02,看不懂烦躁哦,咸阳
广州,"(1,)",我吤名叫做酱爆,2,0.5,2019-01-05 18:27:50,看到大家都在骂我就放心了，还70分钟跟猪脚带上3D眼镜，请问有人能坚持到70分钟吗？,广州
葫芦岛,"('',)",gkS711922652,1,5.0,2019-01-05 18:27:25,没看懂，但是意义大,葫芦岛
北京,"('',)",Ym💞,4,0.5,2019-01-05 18:27:06,看过最垃圾的电影。,北京
上海,"(2,)",孟婆三七,1,1.0,2019-01-05 18:26:35,是看过那么多电影中最烂的一部，还没看一半呢人走了一半居然还听到了打呼噜，啃个苹果都要两个钟  无语,上海
盐城,"('',)",lco227208294,1,0.0,2019-01-05 18:26:27,这个电影太垃圾了,盐城
北京,"(2,)",冒牌会员,2,4.0,2019-01-05 18:25:45,也是没能教育了中国大多数观众，哎～没希望了,北京
上海,"('',)",BKy873759435,2,2.5,2019-01-05 18:25:44,貌似看不懂的感觉,上海
福州,"(1,)",阿浩,4,1.0,2019-01-05 18:24:29,真的睡着了。,福州
南京,"('',)",OgV545547814,2,1.0,2019-01-05 18:24:17,第一次看电影打瞌睡，只想说，这部电影真烂,南京
滁州,"('',)",Ubh487775216,1,1.0,2019-01-05 18:23:35,完全看不懂啊啊啊,滁州
哈尔滨,"(2,)",茹茹如如💜,1,0.5,2019-01-05 18:21:47,  白瞎33块钱 浪费时间,哈尔滨
温州,"('',)",Jeo275176908,1,2.0,2019-01-05 18:21:21,emmmmm欣赏不来,温州
深圳,"(1,)",支丙然要瘦到140,3,5.0,2019-01-05 18:20:44,讲道理 电影院不应该只有一种体验,深圳
佛山,"('',)",泛滥王.,3,0.5,2019-01-05 18:20:27,没看完就出来了。简直困死了,佛山
武汉,"('',)",SZU614505194,2,0.5,2019-01-05 18:19:51,超烂，失望，没看完就走了,武汉
南宁,"('',)",SRT123456srt,1,1.0,2019-01-05 18:18:17,根本看不懂 真棒!,南宁
义乌,"('',)",外卖小哥.辛苦,1,0.5,2019-01-05 18:17:50,这是看过最烂的一部电影。,义乌
江津,"('',)",dls335609600,1,1.0,2019-01-05 18:17:18,垃圾，看过最烂的片，百花了钱,江津
上海,"(2,)",🚬laege•残爷！,2,0.5,2019-01-05 18:16:19,"超级垃圾的剧
",上海
中山,"(1,)",何以笙萧Edwin,3,5.0,2019-01-05 18:16:13,10分给电影院座椅的，躺着看，睡着很舒服,中山
西安,"('',)",回童话镇的邮递员,2,2.0,2019-01-05 18:15:54,。。。。。。,西安
桐乡,"(1,)",YangweiD,4,0.5,2019-01-05 18:14:02,很烂很烂非常烂,桐乡
哈尔滨,"('',)",滴滴打车,2,5.0,2019-01-05 18:13:49,很棒的一部电影了，不过第一次看大部分都很难看懂，但是看完影评仔细再体会下，里面的人物和背景设计都能够get到点了，总之就是错配了观众错配了气氛,哈尔滨
